pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
CoRoT-12 b,CoRoT-12,1,1,2010,2.828042,0.04016,16.14,1.44,291.438,0.917,0.07,,1442,85.48,,,5675,1.12,1.08,0.16,[Fe/H],4.38,1126.37,15.588,13.557,15.3453
CoRoT-13 b,CoRoT-13,1,1,2010,4.03519,0.051,9.92,0.885,415.704,1.308,0,,1700,88.02,,G0 V,5945,1.01,1.09,0.01,[Fe/H],4.46,1148.93,15.005,13.376,14.9147
CoRoT-14 b,CoRoT-14,1,1,2010,1.51214,0.027,12.22,1.09,2415.4,7.6,0,,1952,79.6,,F9 V,6035,1.21,1.13,0.05,[Fe/H],4.35,1744.6,15.932,13.806,15.8116
CoRoT-16 b,CoRoT-16,1,1,2011,5.35227,0.0618,13.11,1.17,170.032,0.535,0.33,,,85.01,,G5 V,5650,1.19,1.1,0.19,[M/H],4.36,732.409,16.052,12.847,15.6507
CoRoT-17 b,CoRoT-17,1,1,2011,3.7681,0.0461,11.43,1.02,772.29,2.43,0,,1626,88.34,,G2 V,5740,1.59,1.04,0,[Fe/H],4.4,1176.12,16.29,12.472,15.4368
CoRoT-18 b,CoRoT-18,1,1,2011,1.9000693,0.0295,14.68,1.31,1102.82,3.47,0.08,,1550,86.5,20,G9 V,5440,1,0.95,-0.1,[Fe/H],4.4,764.889,14.868,13.014,14.8009
CoRoT-19 b,CoRoT-19,1,1,2011,3.89713,0.0518,14.46,1.29,352.78,1.11,0.047,,2000,88,,F9 V,6090,1.65,1.21,-0.02,[Fe/H],4.07,790.663,14.135,11.837,13.7831
CoRoT-2 b,CoRoT-2,2,1,2008,1.7429935,0.02798,16.432,1.466,1102.82,3.47,0.0143,,,88.08,,,5625,0.91,0.96,,,,213.283,12.516,10.31,12.2489
CoRoT-20 b,CoRoT-20,1,2,2011,9.24285,0.09,,,1366.669,4.3,0.59,,,88.21,,,,,1.14,,,,844.061,14.63,12.513,14.4686
CoRoT-20 c,CoRoT-20,1,2,2018,1675,2.9,,,5403.11,17,0.6,,,,,,,,1.14,,,,844.061,14.63,12.513,14.4686
CoRoT-21 b,CoRoT-21,1,1,2012,2.72474,0.0417,14.572,1.3,718.2958,2.26,0,,,86.8,,F8 IV,6200,1.95,1.29,0,[Fe/H],3.7,,16.058,13.813,15.8558
CoRoT-22 b,CoRoT-22,1,1,2014,9.75598,0.092,4.88,0.435,12.2,0.038,0.077,,885,89.749,,G3 V,5939,1.14,1.1,0.17,[Fe/H],4.36,627.158,13.82,11.988,13.7305
CoRoT-23 b,CoRoT-23,1,1,2011,3.6313,0.048,11.77,1.05,889.9,2.8,0.16,,1660,85.7,,G0 V,5900,1.61,1.14,0.05,[Fe/H],4.3,1060.97,15.675,12.364,15.0681
CoRoT-24 b,CoRoT-24,1,2,2014,5.1134,0.056,3.7,0.33,5.7,0.018,0,,1070,86.5,,K1 V,4950,0.86,0.91,0.3,[Fe/H],4.55,591.555,15.383,12.924,15.1801
CoRoT-24 c,CoRoT-24,1,2,2014,11.759,0.098,5,0.44,28,0.088,0,,850,89,,K1 V,4950,0.86,0.91,0.3,[Fe/H],4.55,591.555,15.383,12.924,15.1801
CoRoT-25 b,CoRoT-25,1,1,2013,4.86069,0.0578,12.11,1.08,85.81,0.27,0,,1330,84.5,,F9,6040,1.19,1.09,-0.01,[Fe/H],4.31,1103.48,14.79,12.846,14.711
CoRoT-26 b,CoRoT-26,1,1,2013,4.20474,0.0526,14.12,1.26,165.26,0.52,0,,1600,86.8,,G5,5590,1.79,1.09,0.01,[Fe/H],3.99,1045.18,15.861,13.261,15.4682
CoRoT-27 b,CoRoT-27,1,1,2014,3.57532,0.0476,11.287,1.007,3302.11,10.39,0.065,,1500,86.7,,G2,5900,1.08,1.05,-0.1,[M/H],4.4,1010.28,15.774,12.985,15.3902
CoRoT-28 b,CoRoT-28,1,1,2015,5.20851,0.0603,10.705,0.955,153.82972,0.484,0.047,,,88.1,,G8/9 IV,5150,1.78,1.01,0.15,[Fe/H],3.6,766.183,13.783,11.032,13.4119
CoRoT-29 b,CoRoT-29,1,1,2015,2.85057,0.0386,10.088,0.9,270.1555,0.85,0.082,,,87.3,,K0 V,5260,0.9,0.97,0.2,[Fe/H],4.3,806.507,15.408,13.048,15.2394
CoRoT-3 b,CoRoT-3,1,1,2008,4.2568,,11.32,1.01,6883.91,21.66,0,,,85.9,,F3 V,6740,1.56,1.37,,,4.22,768.771,13.448,11.618,13.2188
CoRoT-30 b,CoRoT-30,1,1,2020,9.06005,0.0844,11.31,1.009,921.707,2.9,0.007,,,90,,G3 V,5650,0.91,0.98,0.02,[Fe/H],4.4,1032.23,15.571,13.562,15.413
CoRoT-31 b,CoRoT-31,1,1,2020,4.62941,0.0586,16.365,1.46,266.9772,0.84,0.02,,,83.2,,G2 IV,5700,2.15,1.25,0,[Fe/H],3.85,2005.76,15.479,13.426,15.4655
CoRoT-35 b,CoRoT-35,1,1,2022,3.22748,0.0429,18.831,1.68,349.61125,1.1,0,,1747,84.1,,F6 V,6390,1.65,1.01,-0.5,[Fe/H],4.01,1123.21,15.635,12.935,15.2625
CoRoT-36 b,CoRoT-36,1,1,2022,5.616531,0.066,15.805,1.41,216.12332,0.68,0,,1567,85.83,,F3 V,6730,1.52,1.32,-0.1,[Fe/H],4.16,925.958,13.126,11.592,12.9515
CoRoT-4 b,CoRoT-4,1,1,2008,9.20205,0.09,13.34,1.19,228.83,0.72,0,,1074,90,,,6190,1.17,1.16,,,4.41,726.412,13.652,12.288,13.5613
CoRoT-5 b,CoRoT-5,1,1,2009,4.0378962,0.04947,15.558,1.388,148.42,0.467,0.09,,1438,85.83,,F9 V,6100,1.19,1,-0.25,[M/H],4.19,882.472,14.043,12.546,13.9021
CoRoT-6 b,CoRoT-6,1,1,2009,8.886593,0.0855,13.068,1.166,940.74,2.96,0.1,,1017,89.07,,F9 V,6090,1.02,1.05,-0.2,[Fe/H],4.43,645.294,13.961,12.119,13.7459
CoRoT-7 b,CoRoT-7,1,3,2009,0.85359163,,1.681,0.15,4.07661,0.01283,0,,,80.1,,,5275,0.83,0.82,0.05,[Fe/H],4.5,159.906,11.728,9.806,11.5239
CoRoT-7 c,CoRoT-7,1,3,2009,3.698,0.046,,,8.4,0.02643,0,,,80,,,5256,0.86,0.9,0.06,[M/H],4.52,159.906,11.728,9.806,11.5239
CoRoT-7 d,CoRoT-7,1,3,2022,8.966,,,,17.142,0.05393,,,,,,G9 V,5250,,0.92,,,,159.906,11.728,9.806,11.5239
CoRoT-8 b,CoRoT-8,1,1,2010,6.21229,0.063,6.39,0.57,69.92,0.22,0,,,88.4,,K1 V,5080,0.77,0.88,0.3,[M/H],4.58,322.037,14.792,11.463,14.2195
CoRoT-9 b,CoRoT-9,2,1,2009,95.272656,0.4021,11.949,1.066,266.9772,0.84,0.133,,420,89.9,,,5625,0.96,0.96,-0.01,[Fe/H],4.54,412.98,13.637,11.688,13.5008
CoRoTID 223977153 b,CoRoTID 223977153,1,1,2017,6.71837,0.071,6.389,0.57,47.6745,0.15,,132.26,938,89,,G0 VI,5970,0.79,1.08,0,[Fe/H],4.67,576.683,13.626,12.193,13.5867
DE CVn b,DE CVn,2,1,2018,4098.1,5.75,,,3823.2733,12.0293,0,,,86,,,,,0.51,,,,30.5225,12.956,8.555,11.9752
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,2013,246.36,0.36,,,9057.77,28.5,0.345,,,56.6,,L1.5,,,0.07,,,,,,12.062,18.5577
DH Tau b,DH Tau,1,1,2004,,330,,,3496,11,,,,,,M0.5,,0.27,0.33,,,,134.846,13.98,8.178001,12.4961
DMPP-1 b,DMPP-1,1,4,2019,18.57,0.1462,,,24.27,0.07636,0.083,,877,,,F8 V,6196,1.26,1.21,,,4.41,62.5388,7.98,6.69,7.85032
DMPP-1 c,DMPP-1,1,4,2019,6.584,0.0733,,,9.6,0.0302,0.057,,1239,,,F8 V,6196,1.26,1.21,,,4.41,62.5388,7.98,6.69,7.85032
DMPP-1 d,DMPP-1,1,4,2019,2.882,0.0422,,,3.35,0.01054,0.07,,1632,,,F8 V,6196,1.26,1.21,,,4.41,62.5388,7.98,6.69,7.85032
DMPP-1 e,DMPP-1,1,4,2019,5.516,0.0651,,,4.13,0.01299,0.07,,1314,,,F8 V,6196,1.26,1.21,,,4.41,62.5388,7.98,6.69,7.85032
DMPP-2 b,DMPP-2,1,1,2019,5.2072,0.0664,,,138.89171,0.437,0.078,,1000,,,F5 V,6500,1.78,1.44,,,4.1,137.94,8.57,7.437,8.45824
DMPP-3 A b,DMPP-3 A,2,1,2019,6.6732,0.0662,,,2.58,0.00812,0.14,,854,,,K0 V,5138,0.91,0.87,0.18,[Fe/H],4.3,45.23,,,
DMPP-4 b,DMPP-4,1,1,2023,3.4982,0.04853,,,12.2,0.03839,0.063,,,,,F5-F8 V,6400,1.38,1.25,-0.007,[Fe/H],4.24,25.3284,5.72936,4.494,5.60037
DP Leo b,DP Leo,2,1,2009,10220,8.19,,,1922.79,6.05,0.39,,,,,,,,0.69,,,,305.684,18.6837,,18.6333
DS Tuc A b,DS Tuc A,2,1,2019,8.138268,,5.7,0.509,,,0,,850,89.5,,G6 V,5428,0.96,1.01,0,,,44.0622,8.17,6.676,8.31926
EPIC 201170410.02,EPIC 201170410,1,1,2020,6.7987,0.0349,1.047,0.093,,,0,,,89.002,,,3648,0.28,0.29,-0.048,[Fe/H],5,,17.6984,12.619,16.4386
EPIC 201238110 b,EPIC 201238110,1,1,2019,28.1656,,1.87,0.167,,,,,,,,,,,0.41,,,,159.259,16.014,11.933,15.2612
EPIC 201427007 b,EPIC 201427007,1,1,2021,0.72091,,1.5,0.134,,,,,,88.5,,,5633,0.94,,-0.053,[Fe/H],4.4,706.391,14.321,12.581,14.147
EPIC 201497682 b,EPIC 201497682,1,1,2019,2.13174,,0.692,0.062,,,,,,,,,,,0.78,,,,253.026,13.948,11.438,13.7368
EPIC 201595106 b,EPIC 201595106,1,1,2021,0.877214,,1.3,0.116,,,,,,89.2,,,5820,0.93,,-0.01,[Fe/H],4.6,232.1,11.746,10.218,11.6477
EPIC 201615463 c,K2-166,1,2,2019,3.80464,,1.22,0.109,,,,,,,,,,,1.07,,,,476.882,12.081,10.637,11.9456
EPIC 201754305 d,K2-16,1,3,2019,2.71578,,1.03,0.092,,,,,,,,,,,0.67,,,,334.967,14.668,12.087,14.3234
EPIC 201757695.02,EPIC 201757695,1,1,2020,2.0478,0.0296,0.908,0.081,,,0,,,89.276,,,4520,0.66,0.73,-0.003,[Fe/H],4.66,,14.974,12.149,
EPIC 201833600 c,K2-50,1,2,2019,3.96151,,1,0.089,,,,,,,,,,,0.61,,,,257.443,14.705,11.664,14.2575
EPIC 201841433 b,EPIC 201841433,1,1,2019,4.1698,0.035,1.04,0.093,,,,,,89.001,,,5053,0.63,0.8,0,[Fe/H],4.59,436.488,14.983,12.454,14.5885
EPIC 205950854 c,K2-168,1,2,2019,8.050722,,1.31,0.117,,,,,961,89.81,,,5502.7,0.83,0.88,,,,243.935,12.365,10.549,12.0976
EPIC 206024342 b,EPIC 206024342,1,3,2019,4.50756,,1.7,0.152,,,,,,,,,,,0.93,,,,369.888,13.096,11.487,12.9682
EPIC 206024342 c,EPIC 206024342,1,3,2021,0.911724,,1.4,0.125,,,,,,91.7,,,5724,1.1,,-0.22,[Fe/H],4.5,369.888,13.096,11.487,12.9682
EPIC 206024342 d,EPIC 206024342,1,3,2021,14.647531,,2.6,0.232,,,,,,90,,,5724,1.1,,-0.22,[Fe/H],4.5,369.888,13.096,11.487,12.9682
EPIC 206032309 b,EPIC 206032309,1,1,2019,2.87814,,1.01,0.09,,,,,,,,,,,0.22,,,,161.365,17.89,12.538,16.0689
EPIC 206042996 b,EPIC 206042996,1,2,2019,5.2986,,1.7,0.152,,,,,,90.5,,,4114,0.5,,0.006,[Fe/H],4.8,451.769,16.59,13.071,15.9752
EPIC 206042996 c,EPIC 206042996,1,2,2021,0.354884,,1.2,0.107,,,,,,89.9,,,4114,0.5,,0.006,[Fe/H],4.8,451.769,16.59,13.071,15.9752
EPIC 206215704 b,EPIC 206215704,1,1,2019,2.255436,,1,0.089,,,,,,89.9,,,3297,0.25,,-0.33,[Fe/H],4.9,109.888,17.83,12.767,16.1722
EPIC 206317286 b,EPIC 206317286,1,2,2019,1.58252,,0.96,0.086,,,,,,,,,,,0.71,,,,314.35,14.005,11.635,13.774
EPIC 206317286 c,EPIC 206317286,1,2,2022,17.515472,,2.094,0.187,,,,,,,,,4752,0.76,0.83,0.019,[Fe/H],4.6,314.35,14.005,11.635,13.774
EPIC 211822797 b,EPIC 211822797,1,1,2016,21.1701963,0.1195,1.92,0.171,,,,,431,,,,4057,0.58,0.62,0.2,[Fe/H],4.7,186.197,15.133,11.429,14.5263
EPIC 211945201 b,EPIC 211945201,1,1,2018,19.49221,0.1493,5.76,0.514,,,,,817,,,,6069,1.39,1.17,0.1,[Fe/H],4.22,181.69,10.154,8.837,10.0512
EPIC 212297394 b,EPIC 212297394,1,2,2019,2.289363,,1.48,0.132,,,,,1149,,,,5171,0.8,0.83,-0.03,[Fe/H],4.55,418.395,14.611,12.186,14.1864
EPIC 212297394 c,EPIC 212297394,1,2,2016,5.213965,,2.27,0.203,,,,,866,,,,5171,0.8,0.83,-0.03,[Fe/H],4.55,418.395,14.611,12.186,14.1864
EPIC 212424622 b,EPIC 212424622,1,1,2019,18.0983,,2.17,0.194,,,,,,,,,,,1.11,,,,611.804,13.441,11.775,13.2026
EPIC 212499991 b,EPIC 212499991,1,1,2019,34.885,,1.6,0.143,,,,,,,,,,,0.91,,,,283.29,13.672,11.366,13.3118
EPIC 212587672 b,EPIC 212587672,1,2,2019,15.28078,,1.26,0.112,,,,,756,,,,6004,0.98,0.99,-0.18,[Fe/H],4.45,320.07,12.488,10.857,12.2038
EPIC 212587672 c,EPIC 212587672,1,2,2016,23.228555,,2.32,0.207,,,,,658,,,,6004,0.98,0.99,-0.18,[Fe/H],4.45,320.07,12.488,10.857,12.2038
EPIC 212624936 b,EPIC 212624936,1,2,2021,0.578657,,1.2,0.107,,,,,,90.3,,,5765,0.93,,-0.39,[Fe/H],4.4,561.929,13.976,12.292,13.8326
EPIC 212624936 c,EPIC 212624936,1,2,2021,11.811437,,2.3,0.205,,,,,,90,,,5765,0.93,,-0.39,[Fe/H],4.4,561.929,13.976,12.292,13.8326
EPIC 212737443 b,EPIC 212737443,1,2,2019,13.603,0.098,2.586,0.231,,,0.2,,536,89.071,,K3,4684,0.67,0.69,-0.137,[Fe/H],4.62,336.25,14.81,12.16,14.4776
EPIC 212737443 c,EPIC 212737443,1,2,2019,65.55,0.28,2.69,0.24,,,0.2,,316,89.63,,K3,4684,0.67,0.69,-0.137,[Fe/H],4.62,336.25,14.81,12.16,14.4776
EPIC 220492298 b,EPIC 220492298,1,1,2021,0.762406,,0.99,0.088,,,,,,92.6,,,5620,0.89,,0.28,[Fe/H],4.5,624.512,13.991,12.168,13.7756
EPIC 220554210 c,K2-282,1,2,2019,0.70531,,1.6,0.143,,,,,,91.3,,,5499,1,,-0.23,[Fe/H],4.5,496.289,14.21,12.002,13.8183
EPIC 220674823 b,EPIC 220674823,1,2,2016,0.571292,0.01326,1.725,0.154,8.21,0.02583,0,4670,2300,86.4,,,5532,0.99,0.95,0.11,[Fe/H],,244.59,12.101,10.344,11.9535
EPIC 220674823 c,EPIC 220674823,1,2,2016,13.3397,0.1083,2.836,0.253,8.9,0.028,0.13,70,805,89.35,,,5532,0.99,0.95,0.11,[Fe/H],,244.59,12.101,10.344,11.9535
EPIC 228836835 b,EPIC 228836835,1,1,2021,0.728113,,1.1,0.098,,,,,,89.7,,,3782,0.32,,-0.18,[Fe/H],5,150.124,16.77,12.02,15.4185
EPIC 229004835 b,EPIC 229004835,1,1,2023,16.141132,0.1237,2.332,0.208,10.4,0.03272,0.23,69.7,804,88.08,,,5868,1,0.97,-0.12,[Fe/H],,121.971,10.23,8.725,10.0494
EPIC 246851721 b,EPIC 246851721,2,1,2018,6.180235,0.07229,11.781,1.051,953.49,3,,642,1401,86.21,3.7,F5 V,6202,1.59,1.32,0.141,[Fe/H],4.16,372.632,11.237,9.893,11.2549
EPIC 248847494 b,EPIC 248847494,1,1,2018,3650,4.5,12.442,1.11,4131.79,13,0,0.19,183,89.87,,,4898,2.7,0.9,-0.23,[Fe/H],3.52,551.886,12.353,10.148,12.1722
EPIC 249893012 b,EPIC 249893012,1,3,2020,3.5951,0.047,1.95,0.174,8.75,0.02753,0.06,1037,1616,86.14,,G8 IV/V,5430,1.71,1.05,0.2,[Fe/H],3.99,321.296,11.429,9.714,11.4019
EPIC 249893012 c,EPIC 249893012,1,3,2020,15.624,0.13,3.67,0.327,14.67,0.04616,0.07,160,990,87.94,,G8 IV/V,5430,1.71,1.05,0.2,[Fe/H],3.99,321.296,11.429,9.714,11.4019
EPIC 249893012 d,EPIC 249893012,1,3,2020,35.747,0.22,3.94,0.352,10.18,0.03203,0.15,53,752,89.47,,G8 IV/V,5430,1.71,1.05,0.2,[Fe/H],3.99,321.296,11.429,9.714,11.4019
FU Tau b,FU Tau,1,1,2008,,800,,,5085.28,16,,,2375,,,M7.25,2838,,0.05,,,,,,9.324,15.2412
G 264-012 b,G 264-012,1,2,2021,2.30538,0.02279,,,2.5,0.00787,,20.5,587,,,M4.0 V,3326,0.3,0.3,0.1,[Fe/H],4.85,16.009,13.078,7.986,11.7617
G 264-012 c,G 264-012,1,2,2021,8.0518,0.0525,,,3.75,0.0118,,3.87,387,,,M4.0 V,3326,0.3,0.3,0.1,[Fe/H],4.85,16.009,13.078,7.986,11.7617
G 9-40 b,G 9-40,1,1,2019,5.746007,0.0385,2.025,0.181,11.7,0.03681,0,7.2,456,88.57,,M2.5 V,3348,0.31,0.29,0.04,[Fe/H],4.93,27.9276,13.821,9.19,12.7331
GJ 1002 b,GJ 1002,1,2,2022,10.3465,0.0457,,,1.08,0.0034,,0.67,231,,,M5.5 V,3024,0.14,0.12,-0.25,[Fe/H],5.1,4.84867,,7.439,11.7804
GJ 1002 c,GJ 1002,1,2,2022,21.202,0.0738,,,1.36,0.00428,,0.26,182,,,M5.5 V,3024,0.14,0.12,-0.25,[Fe/H],5.1,4.84867,,7.439,11.7804
GJ 1061 b,GJ 1061,1,3,2020,3.204,0.021,,,1.37,0.00431,0.31,3.8,,,,M5.5 V,2953,0.16,0.12,-0.08,[Fe/H],,3.67278,12.7,6.61,10.9889
GJ 1061 c,GJ 1061,1,3,2020,6.689,0.035,,,1.74,0.00547,0.29,1.4,,,,M5.5 V,2953,0.16,0.12,-0.08,[Fe/H],,3.67278,12.7,6.61,10.9889
GJ 1061 d,GJ 1061,1,3,2020,13.031,0.054,,,1.64,0.00516,0.53,0.6,,,,M5.5 V,2953,0.16,0.12,-0.08,[Fe/H],,3.67278,12.7,6.61,10.9889
GJ 1132 b,GJ 1132,1,2,2015,1.628931,0.0153,1.13,0.101,1.66,0.00522,0.22,,529,,,,3270,0.21,0.18,,,,12.613,13.68,8.322,12.138
GJ 1132 c,GJ 1132,1,2,2018,8.929,0.0476,,,2.64,0.00831,0.27,,300,,,,3270,0.21,0.18,,,,12.613,13.68,8.322,12.138
GJ 1148 b,GJ 1148,1,2,2010,41.38,0.166,,,96.7,0.30425,0.38,,,,,,3287,0.36,0.34,,,4.87,11.0143,11.939,6.822,10.5769
GJ 1148 c,GJ 1148,1,2,2017,532.58,0.912,,,68.06,0.21414,0.342,,,,,,3287,0.36,0.34,,,4.87,11.0143,11.939,6.822,10.5769
GJ 1151 c,GJ 1151,1,1,2023,389.7,0.5714,,,10.62,0.03341,,,,,,M 4.5V,3280,0.18,0.16,-0.12,[Fe/H],5.09,8.03625,13.76,7.637,11.6938
GJ 1214 b,GJ 1214,1,1,2009,1.58040433,0.0149,2.742,0.245,8.17,0.02571,0.063,21,596,88.7,,M4 V,3250,0.21,0.18,0.29,[Fe/H],5.03,14.6427,15.1,8.782,13.0089
GJ 1252 b,GJ 1252,1,1,2020,0.5182331,,1.193,0.106,1.32,0.00415,0,,,,,M3,3458,0.39,0.38,0.1,[Fe/H],,20.373,12.68,7.915,11.2364
GJ 1265 b,GJ 1265,1,1,2018,3.6511,0.026,,,7.4,0.02328,0.04,,,,,M4.5 V,3236,0.19,0.18,-0.04,[Fe/H],5.09,10.2525,14.01,8.115,12.0807
GJ 143 b,GJ 143,1,2,2019,35.61253,0.1915,2.61,0.233,22.7,0.07142,0.188,,422,89.33,,K4.5,4640,0.69,0.73,0.003,[Fe/H],4.61,16.32,8.08,5.375,7.67906
GJ 15 A b,GJ 15 A,2,2,2014,11.4407,0.072,,,3.03,0.00953,0.094,,,,,M1,3607,0.38,0.38,-0.34,[Fe/H],4.87,3.56228,8.09,4.018,7.2162
GJ 15 A c,GJ 15 A,2,2,2018,7600,5.4,,,36,0.11327,0.27,,,,,M1,3607,0.38,0.38,-0.34,[Fe/H],4.87,3.56228,8.09,4.018,7.2162
GJ 160.2 b,GJ 160.2,1,1,2014,5.2354,0.053,,,10.2,0.03209,0.06,,,,,M0 V,4347,,0.69,,,,25.8557,9.7,6.702,9.20154
GJ 163 b,GJ 163,1,3,2013,8.63182,0.0607,,,10.6,0.03335,0.073,,,,,,,,,,,,15.1285,11.79,7.135,10.6771
GJ 163 c,GJ 163,1,3,2013,25.63058,0.1254,,,6.8,0.0214,0.099,,,,,,,,,,,,15.1285,11.79,7.135,10.6771
GJ 163 d,GJ 163,1,3,2013,603.95116,1.0304,,,29.4,0.0925,0.373,,,,,,,,,,,,15.1285,11.79,7.135,10.6771
GJ 179 b,GJ 179,1,1,2009,2288,2.41,,,260.61,0.82,0.21,,,,,M3.5 V,3370,0.38,0.36,0.3,[Fe/H],4.83,12.356,11.963,6.942,10.7055
GJ 180 b,GJ 180,1,3,2014,17.133,0.092,,,6.49,0.02042,0.07,,,,,,,,0.43,,,,11.9407,10.914,6.598,9.93395
GJ 180 c,GJ 180,1,3,2014,24.329,0.129,,,6.4,0.02014,0.09,,,,,M2 V,3371,,0.43,,,,11.9407,10.914,6.598,9.93395
GJ 180 d,GJ 180,1,3,2020,106.3,0.309,,,7.56,0.02379,0.14,,,,,,,,0.43,,,,11.9407,10.914,6.598,9.93395
GJ 2030 b,GJ 2030,1,2,2022,2.38129,0.034,,,4.76743,0.015,0.239,,,,,,,,0.96,,,,37.0788,6.20902,4.417,6.02088
GJ 2030 c,GJ 2030,1,2,2022,25533.11353,16.761,,,4069.15709,12.803,0.041,,,16.999,,,,,0.96,,,,37.0788,6.20902,4.417,6.02088
GJ 2056 b,GJ 2056,1,1,2020,69.971,0.283,,,16.2,0.05097,0.72,,,,,,,,0.62,,,,28.4434,10.37,6.89,9.72281
GJ 229 A c,GJ 229,2,2,2020,121.93268,0.384,,,8.58137,0.027,0.366,,,,,,,,0.51,,,,5.75624,8.15,4.166,7.30724
GJ 229 b,GJ 229,2,2,2014,579.47495,1.086,,,14.93794,0.047,0.404,,,,,,,,0.51,,,,5.75624,8.15,4.166,7.30724
GJ 251 b,GJ 251,1,1,2020,14.238,0.0818,,,4,0.01259,0.1,2.53,351,,,M3.0 V,3451,0.36,0.36,-0.03,[Fe/H],4.96,5.58057,9.89,5.275,8.85518
GJ 27.1 b,GJ 27.1,1,1,2014,15.819,0.101,,,13,0.0409,0.08,,,,,M0.5 V,3542,,0.53,,,,23.6062,11.45,7.394,10.579
GJ 273 b,GJ 273,1,2,2017,18.6498,0.091101,,,2.89,0.00909,0.1,1.06,,,,M3.5,3382,0.29,0.29,0.09,[Fe/H],,5.921535,9.84,4.857,
GJ 273 c,GJ 273,1,2,2017,4.7234,0.036467,,,1.18,0.00371,0.17,6.66,,,,M3.5,3382,0.29,0.29,0.09,[Fe/H],,5.921535,9.84,4.857,
GJ 3021 b,GJ 3021,2,1,2000,133.71,0.49,,,1071.04,3.37,0.511,,350,,,G6 V,5540,0.9,0.9,0.1,[Fe/H],4.7,17.5559,6.59,4.859,6.39729
GJ 3082 b,GJ 3082,1,1,2020,11.949,0.079,,,8.2,0.0258,0.22,,,,,,,,0.47,,,,16.6186,11.041,6.966,10.2011
GJ 3090 b,GJ 3090,1,1,2022,2.8531054,0.03165,2.13,0.19,3.34,0.01051,0.32,,693,87.14,,M2 V,3556,0.52,0.52,-0.06,[Fe/H],4.73,22.4751,11.403,7.294,10.5521
GJ 3138 b,GJ 3138,1,3,2017,1.22003,0.0197,,,1.78,0.0056,0.19,118.1,,,,M0,3717,0.5,0.68,-0.3,[Fe/H],,28.4712,10.8275,,10.1924
GJ 3138 c,GJ 3138,1,3,2017,5.974,0.057,,,4.18,0.01315,0.11,13.9,,,,M0,3717,0.5,0.68,-0.3,[Fe/H],,28.4712,10.8275,,10.1924
GJ 3138 d,GJ 3138,1,3,2017,257.8,0.698,,,10.5,0.03304,0.32,0.1,,,,M0,3717,0.5,0.68,-0.3,[Fe/H],,28.4712,10.8275,,10.1924
GJ 317 b,GJ 317,1,2,2007,695.66,1.151,,,557.1,1.75282,0.07,,,,,,,,0.42,,,,15.1968,12.4,7.028,10.7539
GJ 317 c,GJ 317,1,2,2018,6739.323,5.23,,,522.5,1.64396,0.17,,,,,,,,0.42,,,,15.1968,12.4,7.028,10.7539
GJ 3222 b,GJ 3222,2,1,2022,10.66669,0.091,,,11.44182,0.036,0.929,,,,,,,,0.89,,,,18.23817,6.9,4.767,
GJ 328 b,GJ 328,1,2,2013,3771,4.11,,,797.7493,2.51,0.227,,,,,M0.0,3897,0.63,0.65,-0.06,[Fe/H],4.64,20.5266,9.99,6.352,9.2861
GJ 328 c,GJ 328,1,2,2023,241.8,0.657,,,21.4,0.06733,,,,,,M0.0,3897,0.63,0.65,-0.06,[Fe/H],4.64,20.5266,9.99,6.352,9.2861
GJ 3293 b,GJ 3293,1,4,2015,30.5987,0.14339,,,23.54,0.07406,0.06,1.07,,,,M2.5,3466,0.4,0.42,0.02,[Fe/H],,20.1903,11.945,7.486,10.9788
GJ 3293 c,GJ 3293,1,4,2015,122.6196,0.36175,,,21.09,0.06636,0.11,0.17,,,,M2.5,3466,0.4,0.42,0.02,[Fe/H],,20.1903,11.945,7.486,10.9788
GJ 3293 d,GJ 3293,1,4,2017,48.1345,0.19394,,,7.6,0.02391,0.12,0.59,,,,M2.5,3466,0.4,0.42,0.02,[Fe/H],,20.1903,11.945,7.486,10.9788
GJ 3293 e,GJ 3293,1,4,2017,13.2543,0.08208,,,3.28,0.01032,0.21,3.34,,,,M2.5,3466,0.4,0.42,0.02,[Fe/H],,20.1903,11.945,7.486,10.9788
GJ 3323 b,GJ 3323,1,2,2017,5.3636,0.03282,,,2.02,0.00636,0.23,2.58,,,,M4,3159,0.12,0.16,-0.27,[Fe/H],,5.37484,12.57,6.736,10.6467
GJ 3323 c,GJ 3323,1,2,2017,40.54,0.1264,,,2.31,0.00727,0.17,0.17,,,,M4,3159,0.12,0.16,-0.27,[Fe/H],,5.37484,12.57,6.736,10.6467
GJ 3341 b,GJ 3341,1,1,2015,14.207,0.089,,,6.6,0.0208,0.31,,,,,M2.5,3526,0.44,0.47,-0.09,[Fe/H],,23.619,12.062,7.733,11.1029
GJ 338 B b,GJ 338 B,2,1,2020,24.422,0.142,,,10.6,0.03335,0.109,,,,,M0 V,4014,0.58,0.64,-0.03,[Fe/H],4.68,6.33256,7.7,4.136,7.04775
