pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
Kepler-1219 b,Kepler-1219,1,1,2016,16.10467749,,2.12,0.189,,,,,,,,,5944,1.94,1.25,0.05,[Fe/H],3.97,880.895,12.339,10.809,12.2321
Kepler-122 b,Kepler-122,1,5,2014,5.766193,0.064,2.34,0.209,,,,,,,,,6050,1.22,,,,4.3,1027.45,14.403,12.826,14.2223
Kepler-122 c,Kepler-122,1,5,2014,12.465988,0.108,5.87,0.524,,,,,,,,,6050,1.22,,,,4.3,1027.45,14.403,12.826,14.2223
Kepler-122 d,Kepler-122,1,5,2014,21.587475,0.155,2.2,0.196,,,,,,,,,6050,1.22,,,,4.3,1027.45,14.403,12.826,14.2223
Kepler-122 e,Kepler-122,1,5,2014,37.993273,0.227,2.6,0.232,,,,,,,,,6050,1.22,,,,4.3,1027.45,14.403,12.826,14.2223
Kepler-122 f,Kepler-122,1,5,2014,56.268,,1.75,0.156,36,0.113,,,,,,,,0.95,1.03,,,,1027.45,14.403,12.826,14.2223
Kepler-1220 b,Kepler-1220,1,1,2016,7.42693741,,1.52,0.136,,,,,,,,,5842,0.99,1,-0.04,[Fe/H],4.45,961.907,15.194,13.208,14.9649
Kepler-1221 b,Kepler-1221,1,1,2016,12.00096042,,1.88,0.168,,,,,,,,,5194,0.82,0.87,0.09,[Fe/H],4.55,913.65,15.909,13.665,15.5804
Kepler-1222 b,Kepler-1222,1,1,2016,1.91694425,,0.79,0.07,,,,,,,,,5239,0.8,0.84,-0.04,[Fe/H],4.56,415.218,14.21,12.187,14.0908
Kepler-1223 b,Kepler-1223,1,1,2016,16.301259,,1.22,0.109,,,,,,,,,4870,0.75,0.8,0.04,[Fe/H],4.6,459.957,14.911,12.429,14.6119
Kepler-1224 b,Kepler-1224,1,1,2016,13.32351601,,1.33,0.119,,,,,,,,,6155,1.22,1.18,0.14,[Fe/H],4.34,559.598,12.926,11.588,12.825
Kepler-1225 b,Kepler-1225,1,1,2016,7.01075434,,1.82,0.162,,,,,,,,,6140,1.19,1.13,0.01,[Fe/H],4.34,1347.52,14.819,13.282,14.632
Kepler-1226 b,Kepler-1226,1,1,2016,17.2923453,,1.45,0.129,,,,,,,,,5923,1.02,1.02,-0.08,[Fe/H],4.43,1125.72,14.324,12.645,14.1497
Kepler-1227 b,Kepler-1227,1,1,2016,94.2887577,,2.29,0.204,,,,,,,,,5747,0.95,0.97,-0.04,[Fe/H],4.47,623.706,14.276,12.507,14.1758
Kepler-1228 b,Kepler-1228,1,1,2016,0.57736958,,1.54,0.137,,,,,,,,,5063,0.74,0.78,-0.18,[Fe/H],4.59,515.453,15.061,12.799,14.8612
Kepler-1229 b,Kepler-1229,1,1,2016,86.828989,,1.4,0.125,,,,,,,,,3784,0.51,0.54,-0.06,[Fe/H],4.75,265.482,16.124,12.374,15.5104
Kepler-123 b,Kepler-123,1,2,2014,17.232366,0.135,2.94,0.262,,,,,,,,,6089,1.26,,,,4.28,1021.66,14.129,12.655,14.0212
Kepler-123 c,Kepler-123,1,2,2014,26.695074,0.181,1.48,0.132,,,,,,,,,6089,1.26,,,,4.28,1021.66,14.129,12.655,14.0212
Kepler-1230 b,Kepler-1230,1,1,2016,9.95661537,,2.71,0.242,,,,,,,,,5961,1.08,1.06,0.01,[Fe/H],4.4,1364.22,15.628,13.915,15.2743
Kepler-1231 b,Kepler-1231,1,1,2016,10.41725184,,1.42,0.127,,,,,,,,,5778,1,1.01,0.06,[Fe/H],4.44,987.237,14.808,13.175,14.714
Kepler-1232 b,Kepler-1232,1,1,2016,26.7839183,,1.93,0.172,,,,,,,,,5471,0.89,0.92,0.06,[Fe/H],4.51,632.865,14.97,12.965,14.7619
Kepler-1233 b,Kepler-1233,1,1,2016,45.1263042,,2.6,0.232,,,,,,,,,6198,1.25,1.16,0.02,[Fe/H],4.3,1178.7,14.82,13.258,14.6594
Kepler-1234 b,Kepler-1234,1,1,2016,11.94014029,,2.81,0.251,,,,,,,,,4967,0.76,0.8,0.01,[Fe/H],4.59,916.749,15.915,13.797,15.878
Kepler-1235 b,Kepler-1235,1,1,2016,4.16055856,,0.79,0.07,,,,,,,,,5541,0.9,0.93,0.01,[Fe/H],4.5,540.604,14.079,12.199,13.8765
Kepler-1236 b,Kepler-1236,1,1,2016,31.0571618,,2.14,0.191,,,,,,,,,5337,0.82,0.86,-0.09,[Fe/H],4.55,999.64,16.145,14.018,15.9248
Kepler-1237 b,Kepler-1237,1,1,2016,84.5733226,,2.86,0.255,,,,,,,,,5472,0.9,0.94,0.12,[Fe/H],4.5,1064.31,16.012,13.851,15.7553
Kepler-1238 b,Kepler-1238,1,1,2016,4.14787559,,1.93,0.172,,,,,,,,,6386,1.48,1.3,0.05,[Fe/H],4.21,1632.13,14.919,13.259,14.7328
Kepler-1239 b,Kepler-1239,1,1,2016,5.19104016,,2.9,0.259,,,,,,,,,6564,1.57,1.4,0.22,[Fe/H],4.2,2140.6,15.391,14.354,15.3947
Kepler-124 b,Kepler-124,1,3,2014,3.410493,0.039,0.73,0.065,,,,,,,,,4984,0.64,,,,4.67,420.046,14.4,12.233,14.124
Kepler-124 c,Kepler-124,1,3,2014,13.821375,0.1,1.75,0.156,,,,,,,,,4984,0.64,,,,4.67,420.046,14.4,12.233,14.124
Kepler-124 d,Kepler-124,1,3,2014,30.950851,0.17,1.11,0.099,,,,,,,,,4984,0.64,,,,4.67,420.046,14.4,12.233,14.124
Kepler-1240 b,Kepler-1240,1,1,2016,4.8663815,,1.15,0.103,,,,,,,,,5682,0.96,0.98,0.04,[Fe/H],4.47,862.186,14.092,12.361,13.9609
Kepler-1241 b,Kepler-1241,1,1,2016,18.5525701,,2.63,0.235,,,,,,,,,5261,0.8,0.84,-0.09,[Fe/H],4.56,968.722,15.886,13.764,15.669
Kepler-1242 b,Kepler-1242,1,1,2016,13.62798432,,2.26,0.202,,,,,,,,,4895,0.74,0.77,-0.05,[Fe/H],4.6,687.615,15.714,13.343,15.4984
Kepler-1243 b,Kepler-1243,1,1,2016,16.8320729,,1.75,0.156,,,,,,,,,5667,0.94,0.96,0.01,[Fe/H],4.48,758.17,14.898,13.168,14.8331
Kepler-1244 b,Kepler-1244,1,1,2016,3.70428172,,1.35,0.12,,,,,,,,,6680,1.77,1.46,0.05,[Fe/H],4.1,1075.81,12.444,11.269,12.3234
Kepler-1245 b,Kepler-1245,1,2,2016,4.35409304,,1.44,0.128,,,,,,,,,5306,0.83,0.86,-0.01,[Fe/H],4.55,805.936,15.582,13.519,15.3721
Kepler-1245 c,Kepler-1245,1,2,2016,2.93658468,,1.44,0.128,,,,,,,,,5306,0.83,0.86,-0.01,[Fe/H],4.55,805.936,15.582,13.519,15.3721
Kepler-1246 b,Kepler-1246,1,1,2016,11.32271513,,1.36,0.121,,,,,,,,,4611,0.69,0.73,-0.03,[Fe/H],4.63,436.505,15.27,12.59,15.0318
Kepler-1247 b,Kepler-1247,1,1,2016,13.71220213,,2.33,0.208,,,,,,,,,5303,0.82,0.86,-0.05,[Fe/H],4.55,1045.92,15.925,14.069,15.9013
Kepler-1248 b,Kepler-1248,1,1,2016,7.46725407,,1.18,0.105,,,,,,,,,6149,1.21,1.21,0.24,[Fe/H],4.36,593.026,12.9,11.449,12.9248
Kepler-1249 b,Kepler-1249,1,1,2016,24.3347127,,2.38,0.212,,,,,,,,,6202,1.28,1.19,0.06,[Fe/H],4.29,1904.54,15.391,13.828,15.3518
Kepler-125 b,Kepler-125,1,2,2014,4.164389,0.041,2.37,0.211,,,,,,,,,3810,0.51,,,,4.74,183.365,15.431,11.682,14.7675
Kepler-125 c,Kepler-125,1,2,2014,5.774464,0.051,0.74,0.066,,,,,,,,,3810,0.51,,,,4.74,183.365,15.431,11.682,14.7675
Kepler-1250 b,Kepler-1250,1,1,2016,2.60754383,,1.92,0.171,,,,,,,,,5717,0.98,0.99,0.04,[Fe/H],4.46,2126.85,15.693,14.008,15.5694
Kepler-1251 b,Kepler-1251,1,1,2016,45.0904643,,1.84,0.164,,,,,,,,,5545,0.89,0.92,-0.04,[Fe/H],4.51,902.204,15.024,13.269,14.9391
Kepler-1252 b,Kepler-1252,1,1,2016,15.0540329,,1.67,0.149,,,,,,,,,5949,1.09,1.06,0.03,[Fe/H],4.38,648.979,14.743,12.69,14.4946
Kepler-1253 b,Kepler-1253,1,1,2016,68.8861915,,1.33,0.119,,,,,,,,,5850,1.1,0.97,-0.14,[Fe/H],4.33,514.524,12.588,11.016,12.4566
Kepler-1254 b,Kepler-1254,1,3,2016,9.99113313,,1.55,0.138,,,,,,,,,4985,0.75,0.78,-0.1,[Fe/H],4.59,622.818,15.541,13.292,15.3024
Kepler-1254 c,Kepler-1254,1,3,2016,3.60084276,,1.3,0.116,,,,,,,,,4985,0.75,0.78,-0.1,[Fe/H],4.59,622.818,15.541,13.292,15.3024
Kepler-1254 d,Kepler-1254,1,3,2016,5.72717226,,1.31,0.117,,,,,,,,,4985,0.75,0.78,-0.1,[Fe/H],4.59,622.818,15.541,13.292,15.3024
Kepler-1255 b,Kepler-1255,1,1,2016,36.2919336,,2.32,0.207,,,,,,,,,6018,1.12,1.08,0.02,[Fe/H],4.37,1617.07,15.308,13.692,15.199
Kepler-1256 b,Kepler-1256,1,1,2016,12.4127754,,1.49,0.133,,,,,,,,,6129,1.36,1.17,0.05,[Fe/H],4.23,891.192,13.685,12.234,13.513
Kepler-1257 b,Kepler-1257,1,1,2016,2.66831376,,1.52,0.136,,,,,,,,,5502,0.87,0.9,-0.09,[Fe/H],4.52,1105.95,15.644,13.848,15.5124
Kepler-1258 b,Kepler-1258,1,1,2016,0.98494017,,0.86,0.077,,,,,,,,,5839,0.99,0.99,-0.07,[Fe/H],4.45,717.555,13.929,12.382,13.7847
Kepler-1259 b,Kepler-1259,1,1,2016,0.66308526,,1.43,0.128,,,,,,,,,5053,0.77,0.8,-0.07,[Fe/H],4.58,805.562,15.556,13.28,15.333
Kepler-126 b,Kepler-126,1,3,2014,10.495711,0.099,1.52,0.136,,,,,,,,,6239,1.36,,,,4.25,237.401,10.505,9.344,10.454
Kepler-126 c,Kepler-126,1,3,2014,21.869741,0.162,1.58,0.141,,,,,,,,,6239,1.36,,,,4.25,237.401,10.505,9.344,10.454
Kepler-126 d,Kepler-126,1,3,2014,100.283134,0.448,2.5,0.223,,,,,,,,,6239,1.36,,,,4.25,237.401,10.505,9.344,10.454
Kepler-1260 b,Kepler-1260,1,1,2016,19.1187753,,1.77,0.158,,,,,,,,,5961,1.08,1.06,0.01,[Fe/H],4.39,1734.43,14.953,13.183,14.8234
Kepler-1261 b,Kepler-1261,1,1,2016,48.4308991,,2.26,0.202,,,,,,,,,5006,0.77,0.82,0.03,[Fe/H],4.58,744.294,15.817,13.558,15.5817
Kepler-1262 b,Kepler-1262,1,1,2016,8.67900242,,1.82,0.162,,,,,,,,,5771,0.98,0.99,-0.02,[Fe/H],4.45,1054.87,15.155,13.629,15.1837
Kepler-1263 b,Kepler-1263,1,1,2016,4.55139967,,1.14,0.102,,,,,,,,,5213,0.8,0.84,-0.03,[Fe/H],4.56,664.83,15.173,13.08,15.0007
Kepler-1264 b,Kepler-1264,1,1,2016,0.96852602,,1.18,0.105,,,,,,,,,5791,0.98,0.99,-0.02,[Fe/H],4.45,801.993,14.629,12.901,14.4788
Kepler-1265 b,Kepler-1265,1,1,2016,6.49441289,,1.35,0.12,,,,,,,,,4630,0.69,0.71,-0.1,[Fe/H],4.63,583.641,16.024,13.2,15.5655
Kepler-1266 b,Kepler-1266,1,2,2016,28.474748,,2.58,0.23,,,,,,,,,5044,0.76,0.8,-0.07,[Fe/H],4.59,849.312,16.016,13.824,15.836
Kepler-1266 c,Kepler-1266,1,2,2021,4.86631012,,1.68,0.15,,,,,,,,,4996,0.83,0.79,0.14,[Fe/H],4.5,849.312,16.016,13.824,15.836
Kepler-1267 b,Kepler-1267,1,1,2016,13.0313945,,3.01,0.269,,,,,,,,,6096,1.2,1.15,0.07,[Fe/H],4.33,1379.43,15.846,13.937,15.8136
Kepler-1268 b,Kepler-1268,1,1,2016,40.9903986,,2.03,0.181,,,,,,,,,5904,1.09,1.06,0.05,[Fe/H],4.38,1840.77,15.484,13.764,15.2224
Kepler-1269 b,Kepler-1269,1,1,2016,37.3331536,,1.63,0.145,,,,,,,,,5998,1.15,1.1,0.07,[Fe/H],4.36,1097.23,13.658,12.218,13.5701
Kepler-127 b,Kepler-127,1,3,2014,14.435889,0.125,1.4,0.125,,,,,,,,,6106,1.36,,,,4.26,352.794,11.746,10.234,11.4381
Kepler-127 c,Kepler-127,1,3,2014,29.393195,0.2,2.66,0.237,,,,,,,,,6106,1.36,,,,4.26,352.794,11.746,10.234,11.4381
Kepler-127 d,Kepler-127,1,3,2014,48.630408,0.28,2.64,0.236,,,,,,,,,6106,1.36,,,,4.26,352.794,11.746,10.234,11.4381
Kepler-1270 b,Kepler-1270,1,1,2016,6.03356196,,3.32,0.296,,,,,,,,,5047,3.38,1.28,-0.02,[Fe/H],3.49,1095.05,13.562,11.242,13.2851
Kepler-1271 b,Kepler-1271,1,1,2016,3.0255955,,1.48,0.132,,,,,,,,,6143,1.23,1.13,-0.01,[Fe/H],4.31,831.991,14.075,12.503,13.8677
Kepler-1272 b,Kepler-1272,1,1,2016,51.1309704,,2.37,0.211,,,,,,,,,5926,1.09,1.06,0.06,[Fe/H],4.39,1206.37,14.734,12.888,14.3837
Kepler-1273 b,Kepler-1273,1,1,2016,28.625653,,2.49,0.222,,,,,,,,,5566,0.91,0.94,0.03,[Fe/H],4.5,1114.24,16.03,14.26,15.796
Kepler-1274 b,Kepler-1274,1,1,2016,6.98152703,,1.42,0.127,,,,,,,,,6179,2.17,1.45,0.11,[Fe/H],3.93,614.648,11.717,10.454,11.6819
Kepler-1275 b,Kepler-1275,1,1,2016,3.65691115,,1.48,0.132,,,,,,,,,6296,1.36,1.23,0.04,[Fe/H],4.26,1153.98,14.595,13.062,14.4061
Kepler-1276 b,Kepler-1276,1,1,2016,12.5720095,,1.19,0.106,,,,,,,,,6188,1.21,1.14,-0.02,[Fe/H],4.33,538.481,12.992,11.639,12.8485
Kepler-1277 b,Kepler-1277,1,1,2016,40.8365012,,1.6,0.143,,,,,,,,,5578,0.92,0.94,-0.01,[Fe/H],4.49,557.193,14.306,12.427,14.0928
Kepler-1278 b,Kepler-1278,1,1,2016,3.23941344,,1.01,0.09,,,,,,,,,6074,1.16,1.11,0.02,[Fe/H],4.35,889.426,13.782,12.27,13.6316
Kepler-1279 b,Kepler-1279,1,1,2016,23.4774101,,1.75,0.156,,,,,,,,,6221,1.33,1.21,0.06,[Fe/H],4.26,1494.22,14.137,12.62,13.9318
Kepler-128 b,Kepler-128,1,2,2013,15.09,,1.43,0.128,0.77,0.00242,,,,,,,,1.61,1.09,,,,396.379,11.693,10.109,11.2886
Kepler-128 c,Kepler-128,1,2,2013,22.804,,1.34,0.12,0.9,0.00283,,,,,,,,1.61,1.09,,,,396.379,11.693,10.109,11.2886
Kepler-1280 b,Kepler-1280,1,1,2016,66.5579057,,1.87,0.167,,,,,,,,,6227,1.32,1.2,0.04,[Fe/H],4.28,1486.7,14.196,12.602,13.9999
Kepler-1281 b,Kepler-1281,1,1,2016,3.11602791,,1.64,0.146,,,,,,,,,5353,0.83,0.87,-0.04,[Fe/H],4.55,,15.961,13.929,15.997
Kepler-1282 b,Kepler-1282,1,1,2016,2.13194651,,1.55,0.138,,,,,,,,,5504,0.89,0.92,0.01,[Fe/H],4.51,1103.29,15.707,13.852,15.4921
Kepler-1283 b,Kepler-1283,1,1,2016,12.9460978,,1.91,0.17,,,,,,,,,6175,1.25,1.16,0.04,[Fe/H],4.31,2921.99,15.269,13.567,15.0697
Kepler-1284 b,Kepler-1284,1,1,2016,0.66407381,,1.21,0.108,,,,,,,,,5123,0.79,0.84,0.03,[Fe/H],4.57,882.324,15.912,13.572,15.6622
Kepler-1285 b,Kepler-1285,1,1,2016,14.7967458,,0.97,0.087,,,,,,,,,6170,1.28,1.2,0.16,[Fe/H],4.3,422.269,11.717,10.484,11.6497
Kepler-1286 b,Kepler-1286,1,1,2016,11.25402929,,2.15,0.192,,,,,,,,,5753,0.98,1,0.03,[Fe/H],4.45,1354.46,15.278,13.655,15.1425
Kepler-1287 b,Kepler-1287,1,1,2016,11.47685909,,1.54,0.137,,,,,,,,,5715,0.94,0.96,-0.05,[Fe/H],4.48,1003.26,15.216,13.505,15.0069
Kepler-1288 b,Kepler-1288,1,1,2016,2.76122421,,1.12,0.1,,,,,,,,,6132,1.29,1.2,0.14,[Fe/H],4.29,814.078,13.199,11.959,13.1774
Kepler-1289 b,Kepler-1289,1,1,2016,7.99019627,,1.52,0.136,,,,,,,,,6080,1.17,1.1,0.02,[Fe/H],4.35,1053.57,14.732,13.043,14.5992
Kepler-129 b,Kepler-129,1,3,2014,15.79,0.13,2.4,0.214,20,0.06293,,,,,,G4 V,5770,1.65,1.18,0.29,[Fe/H],,408.845,11.809,10.252,11.6437
Kepler-129 c,Kepler-129,1,3,2014,82.2,0.39,2.52,0.225,43,0.13529,,,,,,G4 V,5770,1.65,1.18,0.29,[Fe/H],,408.845,11.809,10.252,11.6437
Kepler-129 d,Kepler-129,1,3,2021,2646,4,,,2637.97578,8.3,0.15,,,,,G4 V,5770,1.65,1.18,0.29,[Fe/H],,408.845,11.809,10.252,11.6437
Kepler-1290 b,Kepler-1290,1,1,2016,4.69500134,,1.42,0.127,,,,,,,,,5660,0.93,0.95,-0.02,[Fe/H],4.49,1593.7,15.871,14.112,15.6906
Kepler-1291 b,Kepler-1291,1,1,2016,8.63043276,,1.66,0.148,,,,,,,,,5216,0.8,0.84,-0.04,[Fe/H],4.56,897.352,16.261,13.893,15.8826
Kepler-1292 b,Kepler-1292,1,1,2016,3.27646405,,1.82,0.162,,,,,,,,,5556,0.93,0.95,0.08,[Fe/H],4.49,1493.43,16.337,14.19,15.9483
Kepler-1293 b,Kepler-1293,1,1,2016,5.57654784,,0.97,0.087,,,,,,,,,6241,1.28,1.18,0,[Fe/H],4.29,1028.16,13.377,12.075,13.3004
Kepler-1294 b,Kepler-1294,1,1,2016,115.6862258,,3.19,0.285,,,,,,,,,5776,0.97,0.99,-0.03,[Fe/H],4.46,1855.7,15.361,13.597,15.1501
Kepler-1295 b,Kepler-1295,1,1,2016,3.81371974,,1.55,0.138,,,,,,,,,5486,0.89,0.92,0.04,[Fe/H],4.51,1174.46,16.227,14.092,15.9075
Kepler-1296 b,Kepler-1296,1,1,2016,8.3839865,,0.91,0.081,,,,,,,,,5359,0.83,0.87,-0.04,[Fe/H],4.55,1551.54,14.934,12.801,14.6267
Kepler-1297 b,Kepler-1297,1,1,2016,1.68189002,,0.97,0.087,,,,,,,,,5818,0.99,0.99,-0.04,[Fe/H],4.45,1439.47,14.867,13.262,14.7821
Kepler-1298 b,Kepler-1298,1,1,2016,7.12811928,,1.31,0.117,,,,,,,,,6339,2,1.45,0.13,[Fe/H],4,544.163,11.388,10.149,11.3125
Kepler-1299 b,Kepler-1299,1,1,2016,19.9400874,,2.98,0.266,,,,,,,,,5609,0.91,0.94,-0.01,[Fe/H],4.5,1404.94,15.962,14.191,15.9003
Kepler-130 b,Kepler-130,2,3,2014,8.457458,0.079,1.02,0.091,,,,,,,,,5884,1.13,,,,4.3,316.663,11.572,10.49,11.8253
Kepler-130 c,Kepler-130,2,3,2014,27.50868,0.178,2.9,0.259,,,0,,683,89.34,,,5879,1.17,1,0.02,[Fe/H],4.29,316.663,11.572,10.49,11.8253
Kepler-130 d,Kepler-130,2,3,2014,87.517905,0.377,1.64,0.146,,,,,,,,,5884,1.13,,,,4.3,316.663,11.572,10.49,11.8253
Kepler-1300 b,Kepler-1300,1,1,2016,22.2419092,,1.37,0.122,,,,,,,,,6130,1.79,1.29,0.05,[Fe/H],4.04,777.025,12.861,11.383,12.7678
Kepler-1301 b,Kepler-1301,1,1,2016,9.08237046,,1.4,0.125,,,,,,,,,5188,0.81,0.85,0.01,[Fe/H],4.56,854.28,15.656,13.469,15.3734
Kepler-1302 b,Kepler-1302,1,1,2016,8.83922659,,1.43,0.128,,,,,,,,,5236,0.82,0.86,0.04,[Fe/H],4.55,634.58,15.172,13.151,15.0387
Kepler-1303 b,Kepler-1303,1,1,2016,7.56127224,,1.42,0.127,,,,,,,,,5771,1,1.01,0.04,[Fe/H],4.44,897.783,14.854,13.086,14.6164
Kepler-1304 b,Kepler-1304,1,1,2016,16.1288853,,2.29,0.204,,,,,,,,,5259,0.81,0.85,-0.05,[Fe/H],4.56,2176.08,15.408,13.054,15.0446
Kepler-1305 b,Kepler-1305,1,1,2016,13.5630972,,1.88,0.168,,,,,,,,,5701,0.96,0.97,0.01,[Fe/H],4.47,1575.23,15.834,14.104,15.7145
Kepler-1306 b,Kepler-1306,1,1,2016,16.29595382,,1.91,0.17,,,,,,,,,5727,0.97,0.98,0,[Fe/H],4.45,1107.5,15.353,13.631,15.212
Kepler-1307 b,Kepler-1307,1,1,2016,18.01621096,,2.47,0.22,,,,,,,,,5884,1.08,1.06,0.06,[Fe/H],4.39,1014.62,15.636,13.878,15.3803
Kepler-1308 b,Kepler-1308,1,1,2016,2.10433812,,0.52,0.046,,,,,,,,,3468,0.34,0.35,-0.13,[Fe/H],4.92,112.705,16.4,11.023,14.4744
Kepler-1309 b,Kepler-1309,1,1,2016,28.8432647,,2.37,0.211,,,,,,,,,5235,0.8,0.85,-0.03,[Fe/H],4.56,,16.5119,13.542,16.1875
Kepler-131 b,Kepler-131,1,2,2014,16.092,,2.41,0.215,16.13,0.051,,,,,,,5685,1.03,1.02,0.12,[Fe/H],4.42,228.678,11.493,10.079,11.4904
Kepler-131 c,Kepler-131,1,2,2014,25.5169,,0.84,0.075,8.25,0.026,,,,,,,5685,1.03,1.02,0.12,[Fe/H],4.42,228.678,11.493,10.079,11.4904
Kepler-1310 b,Kepler-1310,1,1,2016,0.67933627,,1.44,0.128,,,,,,,,,5549,0.88,0.91,-0.07,[Fe/H],4.51,569.185,14.346,12.436,14.1223
Kepler-1311 b,Kepler-1311,1,3,2016,11.1726994,,1.24,0.111,,,,,,,,,5748,1.4,1.05,0.09,[Fe/H],4.16,866.331,13.528,11.825,13.3176
Kepler-1311 c,Kepler-1311,1,3,2016,2.53573424,,1.22,0.109,,,,,,,,,5748,1.4,1.05,0.09,[Fe/H],4.16,866.331,13.528,11.825,13.3176
Kepler-1311 d,Kepler-1311,1,3,2021,197.5110016,,9.658,0.862,,,,,,,,,5616,1.67,1.03,0.04,[Fe/H],4,866.331,13.528,11.825,13.3176
Kepler-1312 b,Kepler-1312,1,2,2016,5.44832529,,2.1,0.187,,,,,,,,,5719,0.92,0.99,-0.02,[Fe/H],4.51,299.104,12.491,10.907,12.3778
Kepler-1312 c,Kepler-1312,1,2,2021,1.11611998,,1.027,0.092,,,,,,,,,5721,0.91,0.98,0.02,[Fe/H],4.52,299.104,12.491,10.907,12.3778
Kepler-1313 b,Kepler-1313,1,1,2016,3.83309118,,1.76,0.157,,,,,,,,,5453,0.85,0.92,0,[Fe/H],4.54,174.234,12.363,10.088,11.7892
Kepler-1314 b,Kepler-1314,1,1,2016,5.42474928,,5.11,0.456,,,,,,,,,4188,0.59,0.6,-0.22,[Fe/H],4.68,,17.816,13.22,17.1206
Kepler-1315 b,Kepler-1315,1,2,2016,0.84338011,,1.38,0.123,,,,,,,,,4861,0.75,0.8,0.07,[Fe/H],4.6,480.869,15.133,12.684,14.9517
Kepler-1315 c,Kepler-1315,1,2,2021,6.56606007,,1.844,0.165,,,,,,,,,4818,0.86,0.81,0.56,[Fe/H],4.48,480.869,15.133,12.684,14.9517
Kepler-1316 b,Kepler-1316,1,1,2016,87.9732136,,3.54,0.316,,,,,,,,,5884,1.12,1.04,0.03,[Fe/H],4.36,800.871,14.119,12.442,13.9509
Kepler-1317 b,Kepler-1317,1,1,2016,0.56887443,,1.56,0.139,,,,,,,,,5144,0.79,0.83,-0.01,[Fe/H],4.57,728.303,15.083,13.309,15.2339
Kepler-1318 b,Kepler-1318,1,1,2016,213.257663,,3.11,0.277,,,,,,,,,4598,0.7,0.73,-0.01,[Fe/H],4.62,475.248,15.531,12.767,15.2424
Kepler-1319 b,Kepler-1319,2,1,2016,2.88676265,,1.34,0.12,,,,,,,,,3655,0.54,0.56,0.44,[Fe/H],4.73,103.917,15.161,10.726,14.2218
Kepler-132 b,Kepler-132,2,4,2014,6.178196,0.067,1.21,0.108,,,,,,,,,6003,1.18,,,,4.31,349.549,11.922,10.424,
Kepler-132 c,Kepler-132,2,4,2014,6.414914,0.068,1.28,0.114,,,,,,,,,6003,1.18,,,,4.31,349.549,11.922,10.424,
Kepler-132 d,Kepler-132,2,4,2014,18.010199,0.136,1.55,0.138,,,,,,,,,6003,1.18,,,,4.31,349.549,11.922,10.424,
Kepler-132 e,Kepler-132,2,4,2016,110.2869374,,1.18,0.105,,,,,,,,,6023,1.1,1.03,-0.13,[Fe/H],4.37,349.549,11.922,10.424,
Kepler-1320 b,Kepler-1320,1,1,2016,0.86838653,,1.7,0.152,,,,,,,,,4817,0.74,0.8,0.1,[Fe/H],4.6,647.424,15.936,13.658,15.9045
Kepler-1321 b,Kepler-1321,1,3,2016,11.12830484,,4.92,0.439,,,,,,,,,4094,0.53,0.54,-0.45,[Fe/H],4.73,769.146,17.5054,13.884,16.9282
Kepler-1321 c,Kepler-1321,1,3,2016,2.22649109,,2.4,0.214,,,,,,,,,4094,0.53,0.54,-0.45,[Fe/H],4.73,769.146,17.5054,13.884,16.9282
Kepler-1321 d,Kepler-1321,1,3,2021,5.72092009,,2.628,0.234,,,,,,,,,3640,0.5,0.51,0.21,[Fe/H],4.74,769.146,17.5054,13.884,16.9282
Kepler-1322 b,Kepler-1322,1,2,2016,0.96286738,,1.61,0.144,,,,,,,,,5488,0.87,0.9,-0.07,[Fe/H],4.52,1350.32,15.876,14.068,15.7753
Kepler-1322 c,Kepler-1322,1,2,2021,6.45998001,,2.155,0.192,,,,,,,,,5704,0.8,0.9,-0.3,[Fe/H],4.58,1350.32,15.876,14.068,15.7753
Kepler-1323 b,Kepler-1323,1,1,2016,0.92990668,,1.52,0.136,,,,,,,,,6169,1.4,1.18,0.02,[Fe/H],4.21,465.417,12.444,11.122,12.344
Kepler-1324 b,Kepler-1324,1,1,2016,4.11584468,,1.51,0.135,,,,,,,,,4776,0.73,0.78,0.05,[Fe/H],4.61,481.667,15.554,12.834,15.1336
Kepler-1325 b,Kepler-1325,1,1,2016,33.8786838,,2.86,0.255,,,,,,,,,5550,0.91,0.93,0.01,[Fe/H],4.5,973.368,15.311,13.457,15.1289
Kepler-1326 b,Kepler-1326,1,1,2016,42.3514267,,4.18,0.373,,,,,,,,,6725,1.74,1.45,0.02,[Fe/H],4.12,698.326,12.842,11.7,12.7411
Kepler-1327 b,Kepler-1327,1,1,2016,14.88801098,,1.8,0.161,,,,,,,,,5885,1.03,1.02,-0.03,[Fe/H],4.42,678.069,13.966,12.374,13.8837
Kepler-1328 b,Kepler-1328,1,1,2016,4.52158888,,0.98,0.087,,,,,,,,,5780,0.99,1,0,[Fe/H],4.44,813.543,13.969,12.305,13.8033
Kepler-1329 b,Kepler-1329,1,1,2016,9.33646594,,2.17,0.194,,,,,,,,,4500,0.69,0.72,0.02,[Fe/H],4.62,588.037,15.958,13.435,15.8498
